Bitcoin,BTC,https://coinmarketcap.com/currencies/bitcoin/,3891.08690823
XRP,XRP,https://coinmarketcap.com/currencies/ripple/,0.351429629109
Ethereum,ETH,https://coinmarketcap.com/currencies/ethereum/,108.155012859
Stellar,XLM,https://coinmarketcap.com/currencies/stellar/,0.150465209355
Bitcoin Cash,BCH,https://coinmarketcap.com/currencies/bitcoin-cash/,158.984269676
EOS,EOS,https://coinmarketcap.com/currencies/eos/,2.58646718378
Tether,USDT,https://coinmarketcap.com/currencies/tether/,0.994217673534
Litecoin,LTC,https://coinmarketcap.com/currencies/litecoin/,30.93285094
Bitcoin SV,BSV,https://coinmarketcap.com/currencies/bitcoin-sv/,94.4872704849
Cardano,ADA,https://coinmarketcap.com/currencies/cardano/,0.0386544343846
TRON,TRX,https://coinmarketcap.com/currencies/tron/,0.0138988711055
Monero,XMR,https://coinmarketcap.com/currencies/monero/,54.6482454883
IOTA,MIOTA,https://coinmarketcap.com/currencies/iota/,0.274363569174
Dash,DASH,https://coinmarketcap.com/currencies/dash/,83.90012977
NEM,XEM,https://coinmarketcap.com/currencies/nem/,0.0734971834625
Binance Coin,BNB,https://coinmarketcap.com/currencies/binance-coin/,5.04329244958
Ethereum Classic,ETC,https://coinmarketcap.com/currencies/ethereum-classic/,4.63765100775
NEO,NEO,https://coinmarketcap.com/currencies/neo/,7.34765472979
Zcash,ZEC,https://coinmarketcap.com/currencies/zcash/,71.3682361336
Bitcoin Gold,BTG,https://coinmarketcap.com/currencies/bitcoin-gold/,16.9963048814
Maker,MKR,https://coinmarketcap.com/currencies/maker/,387.807452518
Tezos,XTZ,https://coinmarketcap.com/currencies/tezos/,0.445179215013
VeChain,VET,https://coinmarketcap.com/currencies/vechain/,0.00459074936234
Dogecoin,DOGE,https://coinmarketcap.com/currencies/dogecoin/,0.00216712367858
Ontology,ONT,https://coinmarketcap.com/currencies/ontology/,0.754805557643
0x,ZRX,https://coinmarketcap.com/currencies/0x/,0.380819143335
OmiseGO,OMG,https://coinmarketcap.com/currencies/omisego/,1.45455625235
TrueUSD,TUSD,https://coinmarketcap.com/currencies/trueusd/,1.01057982323
Basic Attenti...,BAT,https://coinmarketcap.com/currencies/basic-attention-token/,0.164470612021
Paxos Standar...,PAX,https://coinmarketcap.com/currencies/paxos-standard-token/,1.00887912005
USD Coin,USDC,https://coinmarketcap.com/currencies/usd-coin/,1.01343672517
Decred,DCR,https://coinmarketcap.com/currencies/decred/,19.3467723314
Qtum,QTUM,https://coinmarketcap.com/currencies/qtum/,1.93538547793
Lisk,LSK,https://coinmarketcap.com/currencies/lisk/,1.3642479641
Bitcoin Diamond,BCD,https://coinmarketcap.com/currencies/bitcoin-diamond/,0.949699763695
Waves,WAVES,https://coinmarketcap.com/currencies/waves/,1.44927080341
Bytecoin,BCN,https://coinmarketcap.com/currencies/bytecoin-bcn/,0.000764093568716
DigiByte,DGB,https://coinmarketcap.com/currencies/digibyte/,0.0120013268725
Zilliqa,ZIL,https://coinmarketcap.com/currencies/zilliqa/,0.0163245805112
Nano,NANO,https://coinmarketcap.com/currencies/nano/,0.968045006729
BitShares,BTS,https://coinmarketcap.com/currencies/bitshares/,0.0465787042173
Aeternity,AE,https://coinmarketcap.com/currencies/aeternity/,0.527712072118
ICON,ICX,https://coinmarketcap.com/currencies/icon/,0.249413169431
Aurora,AOA,https://coinmarketcap.com/currencies/aurora/,0.0172670840058
Verge,XVG,https://coinmarketcap.com/currencies/verge/,0.0071796533754
Siacoin,SC,https://coinmarketcap.com/currencies/siacoin/,0.00281670196654
Pundi X,NPXS,https://coinmarketcap.com/currencies/pundi-x/,0.000668092493756
Factom,FCT,https://coinmarketcap.com/currencies/factom/,11.7754702642
Chainlink,LINK,https://coinmarketcap.com/currencies/chainlink/,0.288796474731
Steem,STEEM,https://coinmarketcap.com/currencies/steem/,0.322567097146
Bytom,BTM,https://coinmarketcap.com/currencies/bytom/,0.094139113085
Golem,GNT,https://coinmarketcap.com/currencies/golem-network-tokens/,0.0921345143019
Augur,REP,https://coinmarketcap.com/currencies/augur/,7.84490546554
Populous,PPT,https://coinmarketcap.com/currencies/populous/,1.57828403713
Komodo,KMD,https://coinmarketcap.com/currencies/komodo/,0.693086422196
QASH,QASH,https://coinmarketcap.com/currencies/qash/,0.215288796371
Stratis,STRAT,https://coinmarketcap.com/currencies/stratis/,0.752634798272
Decentraland,MANA,https://coinmarketcap.com/currencies/decentraland/,0.0683058563969
Electroneum,ETN,https://coinmarketcap.com/currencies/electroneum/,0.00794043641206
Holo,HOT,https://coinmarketcap.com/currencies/holo/,0.000496934770617
MaidSafeCoin,MAID,https://coinmarketcap.com/currencies/maidsafecoin/,0.145529449991
Cryptonex,CNX,https://coinmarketcap.com/currencies/cryptonex/,1.15983213877
Status,SNT,https://coinmarketcap.com/currencies/status/,0.0183760738741
Huobi Token,HT,https://coinmarketcap.com/currencies/huobi-token/,1.27017911803
Revain,R,https://coinmarketcap.com/currencies/revain/,0.145233745415
Dai,DAI,https://coinmarketcap.com/currencies/dai/,0.996860597063
Ardor,ARDR,https://coinmarketcap.com/currencies/ardor/,0.0589922286644
Nexo,NEXO,https://coinmarketcap.com/currencies/nexo/,0.103393470137
WAX,WAX,https://coinmarketcap.com/currencies/wax/,0.0616658591068
DEX,DEX,https://coinmarketcap.com/currencies/dex/,0.299863530112
IOST,IOST,https://coinmarketcap.com/currencies/iostoken/,0.00461914136644
KuCoin Shares,KCS,https://coinmarketcap.com/currencies/kucoin-shares/,0.579050826278
MobileGo,MGO,https://coinmarketcap.com/currencies/mobilego/,0.513228731442
ODEM,ODE,https://coinmarketcap.com/currencies/odem/,0.235371280571
Metaverse ETP,ETP,https://coinmarketcap.com/currencies/metaverse/,0.896720960802
Mithril,MITH,https://coinmarketcap.com/currencies/mithril/,0.115096568727
Gemini Dollar,GUSD,https://coinmarketcap.com/currencies/gemini-dollar/,1.00635783313
Waltonchain,WTC,https://coinmarketcap.com/currencies/waltonchain/,1.12304599252
MOAC,MOAC,https://coinmarketcap.com/currencies/moac/,0.724115427172
Insight Chain,INB,https://coinmarketcap.com/currencies/insight-chain/,0.269498699242
Bitcoin Private,BTCP,https://coinmarketcap.com/currencies/bitcoin-private/,2.19602330013
Theta Token,THETA,https://coinmarketcap.com/currencies/theta-token/,0.0621664941057
Centrality,CENNZ,https://coinmarketcap.com/currencies/centrality/,0.0530315981591
ReddCoin,RDD,https://coinmarketcap.com/currencies/reddcoin/,0.00145599015099
Wanchain,WAN,https://coinmarketcap.com/currencies/wanchain/,0.389870374078
Ravencoin,RVN,https://coinmarketcap.com/currencies/ravencoin/,0.017307489385
